mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_line	decrescendo_hairpin	crescendo_hairpin
28	28	217	217	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	578											
28	28	218	218	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	579											
28	28	219	219	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	580											
28	28	220	220	0.0	1	1	Spanner	4/2	4	1	0														6
28	28	220	220	4.0	1	1	Chord	4/2	4	1	1	1	1	581											6
29	29	224	224	4.0	0	0	Chord	4/2	1	1	1	1	1	582			ornamentTrill								
29	29	228	228	1.5	1	1	Chord	4/2	1	1	3/8	1/4	3/2	583			ornamentTrill								
29	29	459/2	459/2	0.25	11/8	11/8	Chord	4/2	1	1	1/16	1/16	1	584											
29	29	919/4	919/4	0.25	23/16	23/16	Chord	4/2	1	1	1/16	1/16	1	585											
29	29	230	230	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	586			articStaccatissimoAbove								
29	29	224	224	4.0	0	0	Chord	4/2	2	1	1	1	1	587			ornamentTrill								
29	29	228	228	1.5	1	1	Chord	4/2	2	1	3/8	1/4	3/2	588			ornamentTrill								
29	29	459/2	459/2	0.25	11/8	11/8	Chord	4/2	2	1	1/16	1/16	1	589											
29	29	919/4	919/4	0.25	23/16	23/16	Chord	4/2	2	1	1/16	1/16	1	590											
29	29	230	230	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	591	-do		articStaccatissimoAbove								
29	29	224	224	4.0	0	0	Chord	4/2	3	1	1	1	1	592											
29	29	228	228	1.5	1	1	Chord	4/2	3	1	3/8	1/4	3/2	593			ornamentTrill				42				
29	29	459/2	459/2	0.25	11/8	11/8	Chord	4/2	3	1	1/16	1/16	1	594							42				
29	29	919/4	919/4	0.25	23/16	23/16	Chord	4/2	3	1	1/16	1/16	1	595											
29	29	230	230	2.0	3/2	3/2	Chord	4/2	3	1	1/2	1/2	1	596			articStaccatissimoAbove								
29	29	225	225	0.0	1/4	1/4	Spanner	4/2	4	1	0														
29	29	225	225	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	597											
29	29	226	226	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	598											
29	29	227	227	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	599											
29	29	228	228	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	600											
29	29	230	230	2.0	3/2	3/2	Chord	4/2	4	1	1/2	1/2	1	601											
29	29	228	228	3.0	1	1	Chord	4/2	4	2	3/4	1/2	3/2	602											
29	29	231	231	1.0	7/4	7/4	Chord	4/2	4	2	1/4	1/4	1	603											
30	30	232	232	1.5	0	0	Chord	4/2	1	1	3/8	1/4	3/2	604			ornamentTrill								
30	30	467/2	467/2	0.25	3/8	3/8	Chord	4/2	1	1	1/16	1/16	1	605											
30	30	935/4	935/4	0.25	7/16	7/16	Chord	4/2	1	1	1/16	1/16	1	606											
30	30	234	234	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	607	-do,		articStaccatissimoAbove								
30	30	237	237	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	608	in						43				
30	30	238	238	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	609											
30	30	239	239	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	610	a-										
30	30	232	232	1.5	0	0	Chord	4/2	2	1	3/8	1/4	3/2	611	Chri-		ornamentTrill								
30	30	467/2	467/2	0.25	3/8	3/8	Chord	4/2	2	1	1/16	1/16	1	612											
30	30	935/4	935/4	0.25	7/16	7/16	Chord	4/2	2	1	1/16	1/16	1	613											
30	30	234	234	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	614	-stum		articStaccatissimoAbove								
30	30	236	236	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	615	De-										
30	30	237	237	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	616	-um,										
30	30	238	238	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	617	ut										
30	30	232	232	1.5	0	0	Chord	4/2	3	1	3/8	1/4	3/2	618			ornamentTrill				44				
30	30	467/2	467/2	0.25	3/8	3/8	Chord	4/2	3	1	1/16	1/16	1	619							44				
30	30	935/4	935/4	0.25	7/16	7/16	Chord	4/2	3	1	1/16	1/16	1	620											
30	30	234	234	2.0	1/2	1/2	Chord	4/2	3	1	1/2	1/2	1	621			articStaccatissimoAbove								
30	30	236	236	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	622											
30	30	237	237	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	623											
30	30	238	238	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	624											
30	30	239	239	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	625											
30	30	236	236	2.0	1	1	Chord	4/2	3	2	1/2	1/2	1	626											
30	30	238	238	2.0	3/2	3/2	Chord	4/2	3	2	1/2	1/2	1	627											
30	30	232	232	0.0	0	0	Spanner	4/2	4	1	0														7
30	30	232	232	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	628											7
30	30	234	234	0.0	1/2	1/2	Spanner	4/2	4	1	0														
30	30	234	234	2.0	1/2	1/2	Chord	4/2	4	1	1/2	1/2	1	629											
30	30	236	236	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	630											
30	30	238	238	2.0	3/2	3/2	Chord	4/2	4	1	1/2	1/2	1	631							45				
30	30	232	232	3.0	0	0	Chord	4/2	4	2	3/4	1/2	3/2	632											
30	30	235	235	1.0	3/4	3/4	Chord	4/2	4	2	1/4	1/4	1	633											
31	31	240	240	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	634	-man-						46				
31	31	241	241	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	635											
31	31	242	242	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	636	-do						47				
31	31	243	243	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	637											
31	31	244	244	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	638	Chri-						48				
31	31	245	245	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	639											
31	31	246	246	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	640	-stum						49				
31	31	247	247	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	641											
31	31	240	240	4.0	0	0	Chord	4/2	2	1	1	1	1	642	si-										
31	31	244	244	4.0	1	1	Chord	4/2	2	1	1	1	1	643	-bi										
31	31	240	240	4.0	0	0	Chord	4/2	3	1	1	1	1	644											
31	31	244	244	4.0	1	1	Chord	4/2	3	1	1	1	1	645											
31	31	240	240	1.0	0	0	Chord	4/2	3	2	1/4	1/4	1	646											
31	31	241	241	1.0	1/4	1/4	Chord	4/2	3	2	1/4	1/4	1	647											
31	31	242	242	1.0	1/2	1/2	Chord	4/2	3	2	1/4	1/4	1	648											
31	31	243	243	1.0	3/4	3/4	Chord	4/2	3	2	1/4	1/4	1	649											
31	31	244	244	1.0	1	1	Chord	4/2	3	2	1/4	1/4	1	650											
31	31	245	245	1.0	5/4	5/4	Chord	4/2	3	2	1/4	1/4	1	651											
31	31	246	246	1.0	3/2	3/2	Chord	4/2	3	2	1/4	1/4	1	652											
31	31	247	247	1.0	7/4	7/4	Chord	4/2	3	2	1/4	1/4	1	653											
31	31	240	240	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	654											
31	31	242	242	2.0	1/2	1/2	Chord	4/2	4	1	1/2	1/2	1	655											
31	31	244	244	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	656											
31	31	246	246	2.0	3/2	3/2	Chord	4/2	4	1	1/2	1/2	1	657											
32	32	248	248	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	658	De-										
32	32	249	249	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	659	-um,										
32	32	250	250	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	660	ut						50				
32	32	251	251	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	661											
32	32	252	252	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	662	si-						51				
32	32	253	253	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	663											
32	32	254	254	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	664	-bi										
32	32	255	255	0.0	7/4	7/4	Spanner	4/2	1	1	0													8	
32	32	255	255	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	665	com-									8	
32	32	248	248	4.0	0	0	Chord	4/2	2	1	1	1	1	666	com-										
32	32	252	252	4.0	1	1	Chord	4/2	2	1	1	1	1	667											
32	32	248	248	4.0	0	0	Chord	4/2	3	1	1	1	1	668											
32	32	252	252	4.0	1	1	Chord	4/2	3	1	1	1	1	669											
32	32	248	248	1.0	0	0	Chord	4/2	3	2	1/4	1/4	1	670											
32	32	249	249	1.0	1/4	1/4	Chord	4/2	3	2	1/4	1/4	1	671											
32	32	250	250	1.0	1/2	1/2	Chord	4/2	3	2	1/4	1/4	1	672											
32	32	251	251	1.0	3/4	3/4	Chord	4/2	3	2	1/4	1/4	1	673											
32	32	252	252	1.0	1	1	Chord	4/2	3	2	1/4	1/4	1	674											
32	32	253	253	1.0	5/4	5/4	Chord	4/2	3	2	1/4	1/4	1	675											
32	32	254	254	1.0	3/2	3/2	Chord	4/2	3	2	1/4	1/4	1	676											
32	32	255	255	1.0	7/4	7/4	Chord	4/2	3	2	1/4	1/4	1	677											
32	32	248	248	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	678											
32	32	250	250	2.0	1/2	1/2	Chord	4/2	4	1	1/2	1/2	1	679											
32	32	252	252	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	680											
32	32	254	254	2.0	3/2	3/2	Chord	4/2	4	1	1/2	1/2	1	681											
33	33	256	256	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	682	-pla-									8	
33	33	257	257	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	683	-ce-									8	
33	33	258	258	0.0	1/2	1/2	Dynamic	4/2	1	1	0					p									
33	33	258	258	0.0	1/2	1/2	Spanner	4/2	1	1	0														
33	33	258	258	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	684	-am.										
33	33	256	256	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	685	-pla-										
33	33	258	258	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	686											
33	33	260	260	0.0	1	1	Spanner	4/2	2	1	0													9	
33	33	260	260	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	687										9	
33	33	262	262	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	688	-ce-									9	
33	33	256	256	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	689											
33	33	257	257	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	690											
33	33	258	258	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	691											
33	33	259	259	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	692											
33	33	260	260	2.0	1	1	Chord	4/2	3	1	1/2	1/2	1	693											
33	33	262	262	2.0	3/2	3/2	Chord	4/2	3	1	1/2	1/2	1	694											
33	33	256	256	1.0	0	0	Chord	4/2	3	2	1/4	1/4	1	695											
33	33	257	257	2.0	1/4	1/4	Chord	4/2	3	2	1/2	1/2	1	696											
33	33	259	259	1.0	3/4	3/4	Chord	4/2	3	2	1/4	1/4	1	697											
33	33	260	260	2.0	1	1	Chord	4/2	3	2	1/2	1/2	1	698											
33	33	262	262	2.0	3/2	3/2	Chord	4/2	3	2	1/2	1/2	1	699											
33	33	256	256	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	700											
33	33	258	258	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	701											
33	33	259	259	0.0	3/4	3/4	Spanner	4/2	4	1	0													10	
33	33	259	259	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	702										10	
33	33	260	260	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	703										10	
33	33	261	261	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	704										10	
33	33	262	262	1.0	3/2	3/2	Chord	4/2	4	1	1/4	1/4	1	705										10	
33	33	263	263	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	706										10	
33	33	260	260	4.0	1	1	Chord	4/2	4	2	1	1	1	707										10	
34	34	264	264	0.0	0	0	Dynamic	4/2	1	1	0					f									
34	34	264	264	4.0	0	0	Chord	4/2	1	1	1	1	1	708	Fac,										
34	34	268	268	4.0	1	1	Chord	4/2	1	1	1	1	1	709	ut										
34	34	264	264	0.0	0	0	Dynamic	4/2	2	1	0					p									
34	34	264	264	0.0	0	0	Spanner	4/2	2	1	0														
34	34	264	264	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	710	-am.										
34	34	268	268	0.0	1	1	Dynamic	4/2	2	1	0					f									
34	34	268	268	4.0	1	1	Chord	4/2	2	1	1	1	1	711	Fac,										
34	34	264	264	4.0	0	0	Chord	4/2	3	1	1	1	1	712			articAccentAbove								
34	34	268	268	4.0	1	1	Chord	4/2	3	1	1	1	1	713			articAccentAbove								
34	34	264	264	2.0	0	0	Chord	4/2	3	2	1/2	1/2	1	714											
34	34	266	266	2.0	1/2	1/2	Chord	4/2	3	2	1/2	1/2	1	715											
34	34	264	264	0.0	0	0	Dynamic	4/2	4	1	0					p									
34	34	264	264	0.0	0	0	Spanner	4/2	4	1	0														
34	34	264	264	4.0	0	0	Chord	4/2	4	1	1	1	1	716											
34	34	268	268	0.0	1	1	Dynamic	4/2	4	1	0					f									
34	34	264	264	2.0	0	0	Chord	4/2	4	2	1/2	1/2	1	717											
34	34	266	266	2.0	1/2	1/2	Chord	4/2	4	2	1/2	1/2	1	718											
35	35	272	272	3.0	0	0	Chord	4/2	1	1	3/4	1/2	3/2	719	ar-										
35	35	275	275	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	720	-de-										
35	35	276	276	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	721	-at						52				
35	35	277	277	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	722											
35	35	278	278	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	723	cor						53				
35	35	279	279	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	724											
35	35	272	272	4.0	0	0	Chord	4/2	2	1	1	1	1	725	ut										
35	35	276	276	3.0	1	1	Chord	4/2	2	1	3/4	1/2	3/2	726	ar-										
35	35	279	279	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	727	-de-										
35	35	272	272	3.0	0	0	Chord	4/2	3	1	3/4	1/2	3/2	728											
35	35	275	275	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	729											
35	35	276	276	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	730											
35	35	277	277	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	731											
35	35	278	278	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	732											
35	35	279	279	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	733											
35	35	276	276	4.0	1	1	Chord	4/2	3	2	1	1	1	734											
35	35	276	276	4.0	1	1	Chord	4/2	4	1	1	1	1	735											
35	35	276	276	4.0	1	1	Chord	4/2	4	2	1	1	1	736											
36	36	280	280	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	737	me-										
36	36	282	282	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	738											
36	36	284	284	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	739											
36	36	286	286	0.0	3/2	3/2	Spanner	4/2	1	1	0													11	
36	36	286	286	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	740										11	
36	36	280	280	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	741	-at						54				
36	36	281	281	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	742											
36	36	282	282	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	743	cor						55				
36	36	283	283	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	744											
36	36	284	284	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	745	me-										
36	36	285	285	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	746	-um										
36	36	286	286	0.0	3/2	3/2	Spanner	4/2	2	1	0													12	
36	36	286	286	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	747	in									12	
36	36	280	280	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	748											
36	36	282	282	2.0	1/2	1/2	Chord	4/2	3	1	1/2	1/2	1	749											
36	36	284	284	2.0	1	1	Chord	4/2	3	1	1/2	1/2	1	750											
36	36	286	286	2.0	3/2	3/2	Chord	4/2	3	1	1/2	1/2	1	751											
36	36	280	280	1.0	0	0	Chord	4/2	3	2	1/4	1/4	1	752											
36	36	281	281	1.0	1/4	1/4	Chord	4/2	3	2	1/4	1/4	1	753											
36	36	282	282	1.0	1/2	1/2	Chord	4/2	3	2	1/4	1/4	1	754											
36	36	283	283	1.0	3/4	3/4	Chord	4/2	3	2	1/4	1/4	1	755											
36	36	284	284	1.0	1	1	Chord	4/2	3	2	1/4	1/4	1	756											
36	36	285	285	1.0	5/4	5/4	Chord	4/2	3	2	1/4	1/4	1	757											
36	36	287	287	1.0	7/4	7/4	Chord	4/2	3	2	1/4	1/4	1	758											
36	36	286	286	2.0	3/2	3/2	Chord	4/2	3	3	1/2	1/2	1	759											
36	36	280	280	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	760											
36	36	282	282	2.0	1/2	1/2	Chord	4/2	4	1	1/2	1/2	1	761											
36	36	284	284	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	762											
36	36	286	286	2.0	3/2	3/2	Chord	4/2	4	1	1/2	1/2	1	763											
36	36	280	280	4.0	0	0	Chord	4/2	4	2	1	1	1	764											
36	36	284	284	3.0	1	1	Chord	4/2	4	2	3/4	1/2	3/2	765											
36	36	287	287	1.0	7/4	7/4	Chord	4/2	4	2	1/4	1/4	1	766											
36	36	284	284	3.0	1	1	Chord	4/2	4	3	3/4	1/2	3/2	767											
37	37	288	288	4.0	0	0	Chord	4/2	1	1	1	1	1	768										11	
37	37	292	292	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	769	-um,									11	
37	37	293	293	0.0	5/4	5/4	Dynamic	4/2	1	1	0					mf									
37	37	293	293	0.0	5/4	5/4	Spanner	4/2	1	1	0														
37	37	293	293	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	770	ut										
37	37	294	294	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	771	si-										
37	37	295	295	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	772	-bi										
37	37	288	288	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	773										12	
37	37	290	290	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	774	a-									12	
37	37	292	292	0.0	1	1	Dynamic	4/2	2	1	0					mf									
37	37	292	292	0.0	1	1	Spanner	4/2	2	1	0														
37	37	292	292	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	775	-man-										
37	37	294	294	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	776	-do										
37	37	288	288	4.0	0	0	Chord	4/2	3	1	1	1	1	777											
37	37	292	292	2.0	1	1	Chord	4/2	3	1	1/2	1/2	1	778											
37	37	294	294	2.0	3/2	3/2	Chord	4/2	3	1	1/2	1/2	1	779											
37	37	288	288	0.0	0	0	Spanner	4/2	3	2	0													13	
37	37	288	288	2.0	0	0	Chord	4/2	3	2	1/2	1/2	1	780										13	
37	37	290	290	2.0	1/2	1/2	Chord	4/2	3	2	1/2	1/2	1	781										13	
37	37	292	292	1.0	1	1	Chord	4/2	3	2	1/4	1/4	1	782										13	
37	37	293	293	0.0	5/4	5/4	Dynamic	4/2	3	2	0					mf									
37	37	293	293	0.0	5/4	5/4	Spanner	4/2	3	2	0														
37	37	293	293	1.0	5/4	5/4	Chord	4/2	3	2	1/4	1/4	1	783											
37	37	294	294	1.0	3/2	3/2	Chord	4/2	3	2	1/4	1/4	1	784							56				
37	37	295	295	1.0	7/4	7/4	Chord	4/2	3	2	1/4	1/4	1	785											
37	37	288	288	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	786											
37	37	289	289	2.0	1/4	1/4	Chord	4/2	4	1	1/2	1/2	1	787											
37	37	291	291	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	788											
37	37	292	292	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	789											
37	37	294	294	2.0	3/2	3/2	Chord	4/2	4	1	1/2	1/2	1	790											
37	37	288	288	1.0	0	0	Chord	4/2	4	2	1/4	1/4	1	791							57				
37	37	289	289	1.0	1/4	1/4	Chord	4/2	4	2	1/4	1/4	1	792											
37	37	290	290	1.0	1/2	1/2	Chord	4/2	4	2	1/4	1/4	1	793							58				
37	37	291	291	1.0	3/4	3/4	Chord	4/2	4	2	1/4	1/4	1	794											
37	37	292	292	2.0	1	1	Chord	4/2	4	2	1/2	1/2	1	795											
38	38	297	297	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	796	com-										
38	38	298	298	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	797	-pla-						59				
38	38	299	299	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	798											
38	38	301	301	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	799											
38	38	302	302	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	800							60				
38	38	303	303	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	801											
38	38	296	296	0.0	0	0	Dynamic	4/2	2	1	0					mf									
38	38	296	296	4.0	0	0	Chord	4/2	2	1	1	1	1	802	Chri-		ornamentTrill								
38	38	300	300	4.0	1	1	Chord	4/2	2	1	1	1	1	803	-stum		ornamentTrill								
38	38	297	297	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	804											
38	38	298	298	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	805							61				
38	38	299	299	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	806											
38	38	301	301	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	807											
38	38	302	302	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	808							62				
38	38	303	303	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	809											
38	38	296	296	4.0	0	0	Chord	4/2	3	2	1	1	1	810											
38	38	300	300	4.0	1	1	Chord	4/2	3	2	1	1	1	811											
38	38	296	296	4.0	0	0	Chord	4/2	4	1	1	1	1	812											
38	38	300	300	4.0	1	1	Chord	4/2	4	1	1	1	1	813											
39	39	305	305	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	814											
39	39	306	306	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	815							63				
39	39	307	307	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	816											
39	39	309	309	0.0	5/4	5/4	Spanner	4/2	1	1	0													14	
39	39	309	309	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	817										14	
39	39	310	310	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	818	-ce-						64			14	
39	39	311	311	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	819										14	
39	39	304	304	4.0	0	0	Chord	4/2	2	1	1	1	1	820	De-		ornamentTrill								
39	39	308	308	0.0	1	1	Spanner	4/2	2	1	0													15	
39	39	308	308	4.0	1	1	Chord	4/2	2	1	1	1	1	821			ornamentTrill							15	
39	39	305	305	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	822											
39	39	306	306	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	823							65				
39	39	307	307	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	824											
39	39	309	309	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	825											
39	39	310	310	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	826							66				
39	39	311	311	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	827											
39	39	304	304	4.0	0	0	Chord	4/2	3	2	1	1	1	828											
39	39	308	308	4.0	1	1	Chord	4/2	3	2	1	1	1	829											
39	39	304	304	4.0	0	0	Chord	4/2	4	1	1	1	1	830											
39	39	308	308	0.0	1	1	Spanner	4/2	4	1	0													16	
39	39	308	308	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	831										16	
39	39	310	310	2.0	3/2	3/2	Chord	4/2	4	1	1/2	1/2	1	832										16	
39	39	308	308	4.0	1	1	Chord	4/2	4	2	1	1	1	833										16	
40	40	312	312	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	834	-am,									14	
40	40	314	314	0.0	1/2	1/2	Dynamic	4/2	1	1	0					p									
40	40	314	314	0.0	1/2	1/2	Spanner	4/2	1	1	0														
40	40	314	314	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	835	ut										
40	40	316	316	4.0	1	1	Chord	4/2	1	1	1	1	1	836	si-		ornamentTrill								
40	40	312	312	0.0	0	0	Dynamic	4/2	2	1	0					p									
40	40	312	312	0.0	0	0	Spanner	4/2	2	1	0														
40	40	312	312	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	837	-um,										
40	40	315	315	0.0	3/4	3/4	Dynamic	4/2	2	1	0					p									
40	40	315	315	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	838	ut										
40	40	316	316	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	839	si-										
40	40	317	317	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	840	-bi										
40	40	319	319	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	841	com-										
40	40	312	312	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	842											
40	40	315	315	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	843											
40	40	316	316	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	844							67				
40	40	317	317	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	845											
40	40	319	319	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	846											
40	40	312	312	2.0	0	0	Chord	4/2	3	2	1/2	1/2	1	847											
40	40	314	314	2.0	1/2	1/2	Chord	4/2	3	2	1/2	1/2	1	848											
40	40	316	316	4.0	1	1	Chord	4/2	3	2	1	1	1	849											
40	40	312	312	0.0	0	0	Spanner	4/2	4	1	0														
40	40	312	312	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	850											
40	40	314	314	0.0	1/2	1/2	Dynamic	4/2	4	1	0					p									
40	40	315	315	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	851											
40	40	316	316	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	852							68				
40	40	317	317	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	853											
40	40	319	319	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	854											
40	40	312	312	2.0	0	0	Chord	4/2	4	2	1/2	1/2	1	855											
41	41	320	320	4.0	0	0	Chord	4/2	1	1	1	1	1	856	-bi		ornamentTrill								
