mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	HairPin:3_dim. e rit.	crescendo_line
14	14	215/4	215/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	263															
14	14	54	54	0.75	1/2	1/2	Chord	4/4	3	1	3/16		1/8	3/2	264										10					
14	14	219/4	219/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	265										10					
14	14	55	55	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	266										10					
14	14	221/4	221/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	267										10					
14	14	111/2	111/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	268										10					
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	269															
14	14	52	52	2.0	0	0	Chord	4/4	3	2	1/2		1/2	1	270															
14	14	54	54	2.0	1/2	1/2	Chord	4/4	3	2	1/2		1/2	1	271															
14	14	52	52	1.5	0	0	Chord	4/4	4	1	3/8		1/4	3/2	272															
14	14	54	54	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	273															
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	274															
14	14	55	55	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	275															
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	276															
14	14	52	52	0.5	0	0	Chord	4/4	4	2	1/8		1/8	1	277															
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8		1/8	1	278															
14	14	53	53	0.5	1/4	1/4	Chord	4/4	4	2	1/8		1/8	1	279															
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8		1/8	1	280															
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8		1/8	1	281															
14	14	55	55	0.5	3/4	3/4	Chord	4/4	4	2	1/8		1/8	1	282															
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8		1/8	1	283															
15	15	56	56	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	284	Chri-														
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	285	-ste														
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	286	ma-														
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	287	-trem														
15	15	56	56	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	288	pi-														
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	289	-am														
15	15	58	58	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	290	ma-														
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	291	-trem														
15	15	56	56	0.75	0	0	Chord	4/4	3	1	3/16		1/8	3/2	292										11					
15	15	227/4	227/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	293										11					
15	15	57	57	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	294										11					
15	15	229/4	229/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	295										11					
15	15	115/2	115/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	296										11					
15	15	231/4	231/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	297															
15	15	58	58	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	298															
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	299															
15	15	59	59	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	300															
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	301															
15	15	56	56	2.0	0	0	Chord	4/4	3	2	1/2		1/2	1	302															
15	15	56	56	0.0	0	0	Spanner	4/4	4	1	0															2				
15	15	56	56	1.5	0	0	Chord	4/4	4	1	3/8		1/4	3/2	303											2				
15	15	56	56	0.5	0	0	Chord	4/4	4	2	1/8		1/8	1	304											2				
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8		1/8	1	305											2				
15	15	57	57	0.5	1/4	1/4	Chord	4/4	4	2	1/8		1/8	1	306											2				
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8		1/8	1	307											2				
15	15	58	58	0.5	1/2	1/2	Chord	4/4	4	2	1/8		1/8	1	308											2				
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8		1/8	1	309											2				
15	15	59	59	0.5	3/4	3/4	Chord	4/4	4	2	1/8		1/8	1	310											2				
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8		1/8	1	311											2				
16	16	60	60	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	312	si														
16	16	121/2	121/2	1.5	1/8	1/8	Chord	4/4	1	1	3/8		1/4	3/2	313	vi-		ornamentTrill												
16	16	62	62	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	314	-de-														
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	315	-ret														
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	316	in														
16	16	60	60	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	317	con-														
16	16	121/2	121/2	1.5	1/8	1/8	Chord	4/4	2	1	3/8		1/4	3/2	318	-tem-		ornamentTrill												
16	16	62	62	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	319	-pla-														
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	320	-ri														
16	16	60	60	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	321			articAccentAbove												
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	322															
16	16	61	61	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	323															
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	324															
16	16	62	62	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	325															
16	16	125/2	125/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	326															
16	16	251/4	251/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	327										12					
16	16	63	63	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	328										12					
16	16	253/4	253/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	329										12					
16	16	127/2	127/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	330										12					
16	16	255/4	255/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	331															
16	16	63	63	1.0	3/4	3/4	Chord	4/4	3	2	1/4		1/4	1	332															
16	16	60	60	0.0	0	0	Spanner	4/4	4	1	0																			
16	16	60	60	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	333			articAccentAbove												
16	16	121/2	121/2	0.0	1/8	1/8	Spanner	4/4	4	1	0																1			
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	334												1			
16	16	61	61	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	335												1			
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	336												1			
16	16	62	62	0.0	1/2	1/2	Spanner	4/4	4	1	0																			
16	16	62	62	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	337															
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	338															
16	16	63	63	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	339															
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	340															
17	17	64	64	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	341	tan-														
17	17	65	65	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	342	-to									13					
17	17	521/8	521/8	0.375	9/32	9/32	Chord	4/4	1	1	3/32		1/16	3/2	343															
17	17	131/2	131/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	344	sup-									14					
17	17	525/8	525/8	0.375	13/32	13/32	Chord	4/4	1	1	3/32		1/16	3/2	345															
17	17	66	66	0.375	1/2	1/2	Chord	4/4	1	1	3/32		1/16	3/2	346	-pli-														
17	17	531/8	531/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	347	-ci-														
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	348	-o?														
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	349	do-														
17	17	64	64	1.5	0	0	Chord	4/4	3	1	3/8		1/4	3/2	350										15					
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	351															
17	17	66	66	0.75	1/2	1/2	Chord	4/4	3	1	3/16		1/8	3/2	352															
17	17	267/4	267/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	353															
17	17	67	67	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	354															
17	17	64	64	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	355															
17	17	129/2	129/2	1.0	1/8	1/8	Chord	4/4	3	2	1/4		1/4	1	356															
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	357															
17	17	66	66	0.75	1/2	1/2	Chord	4/4	3	2	3/16		1/8	3/2	358															
17	17	267/4	267/4	0.25	11/16	11/16	Chord	4/4	3	2	1/16		1/16	1	359										16					
17	17	67	67	0.25	3/4	3/4	Chord	4/4	3	2	1/16		1/16	1	360										16					
17	17	269/4	269/4	0.25	13/16	13/16	Chord	4/4	3	2	1/16		1/16	1	361										16					
17	17	135/2	135/2	0.25	7/8	7/8	Chord	4/4	3	2	1/16		1/16	1	362										16					
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	3	2	1/16		1/16	1	363															
17	17	64	64	0.0	0	0	Dynamic	4/4	4	1	0						fp													
17	17	64	64	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	364															
17	17	66	66	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	365															
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	366															
17	17	67	67	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	367															
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	368															
17	17	64	64	2.0	0	0	Chord	4/4	4	2	1/2		1/2	1	369															
17	17	66	66	0.5	1/2	1/2	Chord	4/4	4	2	1/8		1/8	1	370															
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8		1/8	1	371															
17	17	67	67	0.5	3/4	3/4	Chord	4/4	4	2	1/8		1/8	1	372															
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8		1/8	1	373															
18	18	68	68	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	374	-len-														
18	18	69	69	0.125	1/4	1/4	Chord	4/4	2	1	1/32		1/32	1	375	-tem									17					
18	18	553/8	553/8	0.375	9/32	9/32	Chord	4/4	2	1	3/32		1/16	3/2	376															
18	18	139/2	139/2	0.125	3/8	3/8	Chord	4/4	2	1	1/32		1/32	1	377	cum									18					
18	18	557/8	557/8	0.375	13/32	13/32	Chord	4/4	2	1	3/32		1/16	3/2	378															
18	18	70	70	0.375	1/2	1/2	Chord	4/4	2	1	3/32		1/16	3/2	379	fi-														
18	18	563/8	563/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32		1/32	1	380	-li-														
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	381	-o														
18	18	68	68	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	382															
18	18	137/2	137/2	1.0	1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	383															
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	384															
18	18	70	70	0.75	1/2	1/2	Chord	4/4	3	1	3/16		1/8	3/2	385															
18	18	283/4	283/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	386										19					
18	18	71	71	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	387										19					
18	18	285/4	285/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	388										19					
18	18	143/2	143/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	389										19					
18	18	287/4	287/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	390															
18	18	68	68	1.5	0	0	Chord	4/4	3	2	3/8		1/4	3/2	391										20					
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	392															
18	18	68	68	0.0	0	0	Dynamic	4/4	4	1	0						fp													
18	18	68	68	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	393															
18	18	70	70	0.0	1/2	1/2	Spanner	4/4	4	1	0																	1		
18	18	70	70	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	394													1		
18	18	68	68	2.0	0	0	Chord	4/4	4	2	1/2		1/2	1	395										21			1		
18	18	70	70	1.0	1/2	1/2	Chord	4/4	4	2	1/4		1/4	1	396													1		
19	19	72	72	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=25	25.0	𝅘𝅥	25.0	0.0						
19	19	72	72	0.0	0	0	Spanner	4/4	1	1	0																	2		
19	19	72	72	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	397	quis?												2		
19	19	74	74	0.0	1/2	1/2	Dynamic	4/4	1	1	0						pp													
19	19	74	74	0.0	1/2	1/2	Spanner	4/4	1	1	0																			
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	398	quis?														
19	19	72	72	0.0	0	0	Spanner	4/4	2	1	0																	3		
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	399	quis?												3		
19	19	74	74	0.0	1/2	1/2	Dynamic	4/4	2	1	0						pp													
19	19	74	74	0.0	1/2	1/2	Spanner	4/4	2	1	0																			
19	19	74	74	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	400	quis?														
19	19	72	72	0.75	0	0	Chord	4/4	3	1	3/16		1/8	3/2	401										22					
19	19	291/4	291/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	402										22					
19	19	73	73	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	403										22					
19	19	293/4	293/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	404										22					
19	19	147/2	147/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	405										22					
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	406										22					
19	19	74	74	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	407															
19	19	72	72	2.0	0	0	Chord	4/4	3	2	1/2		1/2	1	408															
19	19	74	74	1.0	1/2	1/2	Chord	4/4	3	2	1/4		1/4	1	409															
19	19	72	72	0.0	0	0	StaffText	4/4	4	1	0								e rit.									1		
19	19	72	72	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	410													1		
19	19	74	74	0.0	1/2	1/2	Dynamic	4/4	4	1	0						pp													
19	19	74	74	0.0	1/2	1/2	Spanner	4/4	4	1	0																			
19	19	74	74	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	411															
20	20	76	76	0.0	0	0	Tempo	6/8	1	1	0									Allegro	150.0			1.0						
20	20	76	76	0.0	0	0	Dynamic	6/8	1	1	0						mf													
20	20	76	76	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	412	Pro														
20	20	155/2	155/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	413															
20	20	78	78	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	414	pec-									23					
20	20	157/2	157/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	415															
20	20	76	76	0.0	0	0	Dynamic	6/8	2	1	0						mf													
20	20	76	76	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	416	Pro														
20	20	155/2	155/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	417															
20	20	78	78	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	418	pec-									24					
20	20	157/2	157/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	419															
20	20	76	76	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	420										25					
20	20	153/2	153/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	421										25					
20	20	77	77	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	422										25					
20	20	155/2	155/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	423										25					
20	20	78	78	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	424										25					
20	20	157/2	157/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	425															
20	20	76	76	0.0	0	0	Dynamic	6/8	4	1	0						pp													
20	20	76	76	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	426															
20	20	155/2	155/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	427															
21	21	79	79	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	428	-ca-														
21	21	161/2	161/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	429															
21	21	81	81	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	430	-tis									26					
21	21	163/2	163/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	431															
21	21	79	79	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	432	-ca-														
21	21	161/2	161/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	433															
21	21	81	81	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	434	-tis									27					
21	21	163/2	163/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	435															
21	21	79	79	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	436										28					
21	21	159/2	159/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	437										28					
21	21	80	80	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	438										28					
21	21	161/2	161/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	439										28					
21	21	81	81	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	440										28					
21	21	163/2	163/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	441															
21	21	79	79	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	442															
21	21	161/2	161/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	443															
22	22	82	82	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	444	su-														
22	22	167/2	167/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	445															
22	22	84	84	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	446	-ae									29					
22	22	169/2	169/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	447															
22	22	82	82	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	448	su-														
22	22	167/2	167/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	449															
22	22	84	84	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	450	-ae									30					
22	22	169/2	169/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	451															
22	22	82	82	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	452										31					
22	22	165/2	165/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	453										31					
22	22	83	83	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	454										31					
22	22	167/2	167/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	455										31					
22	22	84	84	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	456										31					
22	22	169/2	169/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	457										31					
22	22	82	82	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	458															
22	22	167/2	167/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	459															
23	23	85	85	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	460	gen-														
23	23	173/2	173/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	461	-tis														
23	23	85	85	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	462	gen-														
23	23	173/2	173/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	463	-tis														
23	23	85	85	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	464															
23	23	171/2	171/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	465			articStaccatoBelow												
23	23	86	86	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	466			articStaccatoBelow												
23	23	173/2	173/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	467															
23	23	85	85	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	468															
23	23	173/2	173/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	469															
23	23	87	87	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	470															
23	23	175/2	175/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	471															
24	24	88	88	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	472	vi-														
24	24	179/2	179/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	473															
24	24	90	90	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	474	-dit									32					
24	24	181/2	181/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	475															
24	24	88	88	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	476	vi-														
24	24	179/2	179/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	477															
24	24	90	90	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	478	-dit									33					
24	24	181/2	181/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	479															
24	24	88	88	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	480										34					
24	24	177/2	177/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	481										34					
24	24	89	89	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	482										34					
24	24	179/2	179/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	483										34					
24	24	90	90	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	484										34					
24	24	181/2	181/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	485															
24	24	88	88	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	486															
24	24	179/2	179/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	487															
25	25	91	91	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	488	Je-														
25	25	185/2	185/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	489															
25	25	93	93	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	490	-sum									35					
25	25	187/2	187/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	491															
25	25	91	91	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	492	Je-														
25	25	185/2	185/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	493															
25	25	93	93	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	494	-sum									36					
25	25	187/2	187/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	495															
25	25	91	91	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	496										37					
25	25	183/2	183/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	497										37					
25	25	92	92	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	498										37					
25	25	185/2	185/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	499										37					
25	25	93	93	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	500										37					
25	25	187/2	187/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	501															
25	25	91	91	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	502															
25	25	185/2	185/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	503															
26	26	94	94	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	504	in														
26	26	191/2	191/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	505															
26	26	96	96	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	506	tor-									38					
26	26	193/2	193/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	507															
26	26	94	94	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	508	in														
26	26	191/2	191/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	509															
26	26	96	96	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	510	tor-									39					
26	26	193/2	193/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	511															
26	26	94	94	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	512										40					
26	26	189/2	189/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	513										40					
26	26	95	95	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	514										40					
26	26	191/2	191/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	515										40					
26	26	96	96	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	516										40					
26	26	193/2	193/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	517										40					
26	26	94	94	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	518															
26	26	191/2	191/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	519															
27	27	97	97	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	520	-men-														
27	27	197/2	197/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	521	-tis														
27	27	97	97	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	522	-men-														
27	27	197/2	197/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	523	-tis														
27	27	97	97	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	524															
27	27	195/2	195/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	525			articStaccatoBelow												
27	27	98	98	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	526			articStaccatoBelow												
27	27	197/2	197/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	527															
27	27	97	97	0.0	0	0	Spanner	6/8	4	1	0															3				
27	27	97	97	1.5	0	0	Chord	6/8	4	1	3/8		1/4	3/2	528											3				
27	27	197/2	197/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	529											3				
