mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin	diminuendo_line
57	57	169/2	169/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	524														
57	57	84	84	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	525														
57	57	169/2	169/2	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	526														
57	57	85	85	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	527														
58	58	171/2	171/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	528	te-		ornamentShortTrill							91				
58	58	343/4	343/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	529														
58	58	86	86	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	530	-cum													
58	58	171/2	171/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	531			articStaccatoAbove											
58	58	343/4	343/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	532			articStaccatoAbove											
58	58	86	86	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	533			articStaccatoAbove											
58	58	345/4	345/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	534			articStaccatoAbove											
58	58	173/2	173/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	535			articStaccatoAbove											
58	58	171/2	171/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	536														
58	58	86	86	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	537														
58	58	173/2	173/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	538														
58	58	171/2	171/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	539														
58	58	86	86	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	540														
58	58	173/2	173/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	541														
59	59	87	87	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	542	lu-		articAccentAbove							92				
59	59	175/2	175/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	543														
59	59	88	88	0.0	1/4	1/4	Spanner	3/8	1	1	0															3			
59	59	88	88	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	544	-ge-										3			
59	59	87	87	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	545										93				
59	59	175/2	175/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	546										93				
59	59	88	88	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	547														
59	59	87	87	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	548			articAccentBelow											
59	59	88	88	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	549														
59	59	87	87	0.0	0	0	Spanner	3/8	3	1	0															4			
59	59	87	87	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	550										94	4			
59	59	175/2	175/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	551											4			
59	59	88	88	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	552											4			
60	60	177/2	177/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	553	-am.										3			
60	60	179/2	179/2	0.0	1/4	1/4	Spanner	3/8	1	1	0																		
60	60	177/2	177/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	554														
60	60	177/2	177/2	0.0	0	0	Spanner	3/8	3	1	0																		
60	60	177/2	177/2	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	555														
61	61	90	90	0.0	0	0	Dynamic	3/8	1	1	0						f												
61	61	90	90	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	556	E-		ornamentTrill											
61	61	90	90	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	557			ornamentTrill											
61	61	90	90	0.0	0	0	Dynamic	3/8	3	1	0						f												
61	61	90	90	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	558														
62	62	183/2	183/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	559	-ja													
62	62	183/2	183/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	560			ornamentTrill											
62	62	183/2	183/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	561														
63	63	93	93	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	562	ma-									95				
63	63	187/2	187/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	563														
63	63	94	94	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	564	-ter,													
63	63	93	93	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	565														
63	63	187/2	187/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	566														
63	63	94	94	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	567														
63	63	93	93	0.0	0	0	Spanner	3/8	3	1	0															5			
63	63	93	93	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	568											5			
63	63	187/2	187/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	569											5			
63	63	94	94	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	570											5			
64	64	189/2	189/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	571	fons									96				
64	64	95	95	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	572														
64	64	191/2	191/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	573	a-													
64	64	189/2	189/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	574										97				
64	64	95	95	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	575										97				
64	64	191/2	191/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	576														
64	64	189/2	189/2	0.0	0	0	Dynamic	3/8	3	1	0						p												
64	64	189/2	189/2	0.0	0	0	Spanner	3/8	3	1	0																		
64	64	189/2	189/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	577										98				
64	64	95	95	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	578										98				
64	64	191/2	191/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	579														
65	65	96	96	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	580	-mo-													
65	65	193/2	193/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	581	-ris!													
65	65	96	96	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	582														
65	65	193/2	193/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	583														
65	65	96	96	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	584														
65	65	193/2	193/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	585														
66	66	195/2	195/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	586	Me									99				
66	66	98	98	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	587														
66	66	197/2	197/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	588	sen-													
66	66	195/2	195/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	589										100				
66	66	98	98	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	590										100				
66	66	197/2	197/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	591														
66	66	195/2	195/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	592										101				
66	66	98	98	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	593										101				
66	66	197/2	197/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	594														
67	67	99	99	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	595	-ti-													
67	67	199/2	199/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	596	-re													
67	67	99	99	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	597														
67	67	199/2	199/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	598														
67	67	99	99	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	599														
67	67	199/2	199/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	600														
68	68	201/2	201/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	601	vim									102				
68	68	101	101	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	602														
68	68	203/2	203/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	603	do-													
68	68	201/2	201/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	604										103				
68	68	101	101	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	605														
68	68	203/2	203/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	606														
68	68	201/2	201/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	607										104				
68	68	101	101	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	608														
68	68	203/2	203/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	609														
69	69	102	102	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	610	-lo-													
69	69	205/2	205/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	611	-ris,													
69	69	102	102	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	612														
69	69	205/2	205/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	613														
69	69	102	102	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	614														
69	69	205/2	205/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	615														
70	70	207/2	207/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	616	vim													
70	70	207/2	207/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	617														
70	70	207/2	207/2	0.0	0	0	Spanner	3/8	2	2	0																	3	
70	70	207/2	207/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	618										105			3	
70	70	104	104	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	619										105			3	
70	70	209/2	209/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	620													3	
70	70	207/2	207/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	621														
70	70	207/2	207/2	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	622										106				
70	70	104	104	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	623										106				
70	70	209/2	209/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	624														
71	71	105	105	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	625	do-													
71	71	105	105	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	626													3	
71	71	105	105	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	627										107			3	
71	71	211/2	211/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	628										107			3	
71	71	106	106	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	629													3	
71	71	105	105	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	630										108				
71	71	211/2	211/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	631										108				
71	71	106	106	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	632														
72	72	213/2	213/2	0.0	0	0	Tempo	3/8	1	1	0									Largo	50.0			1.0					
72	72	213/2	213/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	633	-lo-									109				
72	72	427/4	427/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	634														
72	72	107	107	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	635	-ris													
72	72	213/2	213/2	0.0	0	0	Spanner	3/8	2	1	0															6			
72	72	213/2	213/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	636										110	6			
72	72	427/4	427/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	637										110	6			
72	72	107	107	0.0	1/8	1/8	Dynamic	3/8	2	1	0						pp												
72	72	107	107	0.0	1/8	1/8	Spanner	3/8	2	1	0																		
72	72	107	107	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	638														
72	72	213/2	213/2	0.0	0	0	Spanner	3/8	2	2	0																		
72	72	213/2	213/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	639														
73	73	108	108	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	640	fac,													
73	73	108	108	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	641														
73	73	217/2	217/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	642														
73	73	109	109	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	643														
73	73	108	108	0.0	0	0	Dynamic	3/8	3	1	0						other-dynamics												
73	73	217/2	217/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	644										111				
73	73	109	109	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	645										111				
74	74	219/2	219/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	646	ut													
74	74	219/2	219/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	647														
74	74	219/2	219/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	648														
74	74	219/2	219/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	649										111				
74	74	110	110	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	650										111				
74	74	221/2	221/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	651										111				
75	75	111	111	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	652	te-													
75	75	111	111	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	653														
75	75	111	111	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	654														
75	75	223/2	223/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	655														
75	75	112	112	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	656														
75	75	111	111	0.0	0	0	Spanner	3/8	3	1	0																	4	
75	75	111	111	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	657													4	
75	75	223/2	223/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	658										112			4	
75	75	112	112	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	659										112			4	
76	76	225/2	225/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	660	-cum													
76	76	225/2	225/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	661														
76	76	225/2	225/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	662														
76	76	225/2	225/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	663										112			4	
76	76	113	113	0.0	1/8	1/8	Spanner	3/8	3	1	0														112				
76	76	113	113	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	664										112				
76	76	227/2	227/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	665										112				
77	77	114	114	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	666	lu-													
77	77	114	114	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	667														
77	77	114	114	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	668														
77	77	229/2	229/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	669														
77	77	115	115	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	670														
77	77	114	114	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	671														
77	77	229/2	229/2	0.0	1/8	1/8	Spanner	3/8	3	1	0															7			
77	77	229/2	229/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	672										113	7			
77	77	115	115	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	673										113	7			
78	78	231/2	231/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	674	-ge-													
78	78	231/2	231/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	675														
78	78	231/2	231/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	676														
78	78	231/2	231/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	677										113	7			
78	78	116	116	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	678										113	7			
78	78	233/2	233/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	679										113	7			
79	79	117	117	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	680	-am,													
79	79	117	117	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	681														
79	79	117	117	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	682														
79	79	117	117	0.0	0	0	Spanner	3/8	3	1	0																		
79	79	117	117	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	683														
79	79	235/2	235/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	684														
79	79	118	118	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	685														
79	79	117	117	1.0	0	0	Chord	3/8	3	2	1/4		1/4	1	686														
80	80	237/2	237/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	687	fac,									114				
80	80	119	119	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	688														
80	80	239/2	239/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	689	ut													
80	80	237/2	237/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	690														
80	80	119	119	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	691														
80	80	239/2	239/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	692														
80	80	237/2	237/2	0.0	0	0	Spanner	3/8	3	1	0																	5	
80	80	237/2	237/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	693													5	
80	80	119	119	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	694													5	
80	80	239/2	239/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	695													5	
81	81	120	120	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	696	te-													
81	81	121	121	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	697	-cum													
81	81	120	120	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	698			articStaccatoAbove											
81	81	481/4	481/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	699			articStaccatoAbove											
81	81	241/2	241/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	700			articStaccatoAbove											
81	81	483/4	483/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	701			articStaccatoAbove											
81	81	121	121	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	702			articStaccatoAbove											
81	81	120	120	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	703														
81	81	241/2	241/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	704														
81	81	121	121	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	705														
81	81	120	120	0.0	0	0	Dynamic	3/8	3	1	0						f												
81	81	120	120	0.0	0	0	Spanner	3/8	3	1	0																		
81	81	120	120	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	706										115				
81	81	241/2	241/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	707										115				
81	81	121	121	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	708														
82	82	243/2	243/2	0.0	0	0	Dynamic	3/8	1	1	0						p												
82	82	243/2	243/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	709	lu-									116				
82	82	122	122	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	710														
82	82	245/2	245/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	711	-ge-													
82	82	243/2	243/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	712										117				
82	82	122	122	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	713										117				
82	82	245/2	245/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	714														
82	82	243/2	243/2	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	715														
82	82	245/2	245/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	716														
82	82	243/2	243/2	0.0	0	0	Dynamic	3/8	3	1	0						p												
82	82	243/2	243/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	717										118				
82	82	122	122	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	718														
82	82	245/2	245/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	719														
83	83	123	123	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	720	-am,													
83	83	123	123	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	721			articStaccatoAbove											
83	83	493/4	493/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	722			articStaccatoAbove											
83	83	247/2	247/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	723			articStaccatoAbove											
83	83	495/4	495/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	724			articStaccatoAbove											
83	83	124	124	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	725			articStaccatoAbove											
83	83	123	123	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	726														
83	83	247/2	247/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	727														
83	83	124	124	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	728														
83	83	123	123	0.0	0	0	Dynamic	3/8	3	1	0						f												
83	83	123	123	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	729										119				
83	83	247/2	247/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	730										119				
83	83	124	124	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	731														
84	84	249/2	249/2	0.0	0	0	Dynamic	3/8	1	1	0						other-dynamics												
84	84	249/2	249/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	732	lu-									120				
84	84	125	125	0.0	1/8	1/8	Spanner	3/8	1	1	0															8			
84	84	125	125	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	733											8			
84	84	251/2	251/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	734	-ge-										8			
84	84	249/2	249/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	735										121				
84	84	125	125	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	736														
84	84	251/2	251/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	737														
84	84	249/2	249/2	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	738														
84	84	251/2	251/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	739														
84	84	249/2	249/2	0.0	0	0	Dynamic	3/8	3	1	0						p												
84	84	249/2	249/2	0.0	0	0	Spanner	3/8	3	1	0															9			
84	84	125	125	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	740											9			
84	84	251/2	251/2	0.0	1/4	1/4	Spanner	3/8	3	1	0																		
84	84	249/2	249/2	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	741										122				
84	84	125	125	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	742														
84	84	251/2	251/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	743														
85	85	126	126	0.0	0	0	Dynamic	3/8	1	1	0						pp												
85	85	126	126	0.0	0	0	Tempo	3/8	1	1	0									𝅘𝅥𝅮=110	55.0	𝅘𝅥𝅮	110.0	0.0					
85	85	126	126	0.0	0	0	Spanner	3/8	1	1	0																		
85	85	126	126	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	744	-am.													
85	85	126	126	0.0	0	0	StaffText	3/8	2	1	0								( a tempo)										
85	85	126	126	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	745			articStaccatoAbove											
85	85	253/2	253/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	746			articStaccatoAbove											
85	85	127	127	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	747			articStaccatoAbove											
85	85	126	126	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	748														
85	85	126	126	0.0	0	0	Dynamic	3/8	3	1	0						mf												
85	85	126	126	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	749														
86	86	255/2	255/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	750														
86	86	511/4	511/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	751														
86	86	128	128	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	752														
86	86	255/2	255/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	753														
86	86	255/2	255/2	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	754														
86	86	128	128	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	755														
86	86	257/2	257/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	756														
87	87	129	129	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	757										123				
87	87	517/4	517/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	758										123				
87	87	259/2	259/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	759														
87	87	130	130	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	760														
87	87	129	129	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	761										124				
87	87	259/2	259/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	762										124				
87	87	130	130	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	763														
88	88	261/2	261/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	764														
88	88	523/4	523/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	765														
88	88	131	131	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	766										125				
88	88	263/2	263/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	767														
88	88	261/2	261/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	768														
88	88	131	131	1.0	1/8	1/8	Chord	3/8	2	2	1/4		1/4	1	769														
88	88	261/2	261/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	770														
88	88	261/2	261/2	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	771										126				
88	88	131	131	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	772										126				
88	88	263/2	263/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	773														
89	89	132	132	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	774										127				
89	89	529/4	529/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	775										127				
89	89	265/2	265/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	776														
89	89	133	133	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	777														
89	89	132	132	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	778														
89	89	133	133	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	779														
89	89	132	132	0.0	0	0	Dynamic	3/8	3	1	0						p												
89	89	132	132	0.0	0	0	Spanner	3/8	3	1	0																	6	
89	89	265/2	265/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	780													6	
89	89	132	132	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	781										128			6	
