mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	HairPin:3_smorz..	crescendo_line	crescendo_hairpin	decrescendo_hairpin
24	24	379/4	379/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	513															
24	24	381/4	381/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	514										123					
24	24	191/2	191/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	515										123					
24	24	383/4	383/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	516															
24	24	92	92	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	517															
24	24	93	93	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	518															
24	24	94	94	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	519															
24	24	95	95	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	520															
25	25	96	96	0.0	0	0	Spanner	4/4	1	1	0																		
25	25	96	96	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	521	-di-														
25	25	97	97	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	522	-si														
25	25	98	98	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	523	glo-									124					
25	25	99	99	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	524															
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	525	-ri-														
25	25	96	96	0.0	0	0	Spanner	4/4	2	1	0																		
25	25	96	96	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	526															
25	25	97	97	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	527	-si														
25	25	98	98	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	528	glo-														
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	529	-ri-														
25	25	385/4	385/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16	1/16	1	530										125					
25	25	193/2	193/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	531										125					
25	25	387/4	387/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	532															
25	25	389/4	389/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16	1/16	1	533										126					
25	25	195/2	195/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	534										126					
25	25	391/4	391/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	535															
25	25	393/4	393/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16	1/16	1	536										127					
25	25	197/2	197/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	537										127					
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	538															
25	25	397/4	397/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	539										128					
25	25	199/2	199/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	540										128					
25	25	399/4	399/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	541															
25	25	96	96	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	542															
25	25	97	97	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	543															
25	25	98	98	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	544															
25	25	99	99	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	545															
26	26	100	100	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	546	-a,														
26	26	102	102	0.0	1/2	1/2	Dynamic	4/4	1	1	0					other-dynamics													
26	26	102	102	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	547	pa-														
26	26	103	103	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	548	-ra-														
26	26	100	100	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	549	-a,														
26	26	100	100	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	550										129					
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	551															
26	26	409/4	409/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16	1/16	1	552										130					
26	26	205/2	205/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	553										130					
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	554															
26	26	103	103	0.0	3/4	3/4	StaffText	4/4	3	1	0							"<font size=""10""/>sotto voce"											
26	26	413/4	413/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	555										131					
26	26	207/2	207/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	556										131					
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	557															
26	26	100	100	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	558															
26	26	102	102	0.0	1/2	1/2	Dynamic	4/4	4	1	0					p													
26	26	102	102	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	559															
26	26	205/2	205/2	0.0	5/8	5/8	StaffText	4/4	4	1	0							sotto voce											
26	26	103	103	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	560															
27	27	104	104	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	561	-di-														
27	27	107	107	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	562	-si														
27	27	104	104	0.0	0	0	Dynamic	4/4	2	1	0					other-dynamics													
27	27	104	104	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	563	pa-														
27	27	105	105	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	564	-ra-														
27	27	106	106	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	565	-di-														
27	27	107	107	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	566	-si														
27	27	417/4	417/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16	1/16	1	567										132					
27	27	209/2	209/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	568										132					
27	27	419/4	419/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	569															
27	27	421/4	421/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16	1/16	1	570										133					
27	27	211/2	211/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	571										133					
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	572															
27	27	425/4	425/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16	1/16	1	573										134					
27	27	213/2	213/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	574										134					
27	27	427/4	427/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	575															
27	27	429/4	429/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	576										135					
27	27	215/2	215/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	577										135					
27	27	431/4	431/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	578															
27	27	104	104	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	579															
27	27	105	105	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	580															
27	27	106	106	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	581															
27	27	107	107	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	582															
28	28	108	108	0.0	0	0	Spanner	4/4	1	1	0																		6
28	28	108	108	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	583	glo-														6
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	584	-ri-														6
28	28	110	110	0.0	1/2	1/2	Dynamic	4/4	1	1	0					pp													
28	28	110	110	0.0	1/2	1/2	Spanner	4/4	1	1	0																		
28	28	110	110	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	585	-a.														
28	28	108	108	0.0	0	0	Spanner	4/4	2	1	0																		7
28	28	108	108	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	586	glo-									136					7
28	28	109	109	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	587															7
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	588	-ri-														7
28	28	110	110	0.0	1/2	1/2	Dynamic	4/4	2	1	0					pp													
28	28	110	110	0.0	1/2	1/2	Spanner	4/4	2	1	0																		
28	28	110	110	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	589	-a.														
28	28	433/4	433/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16	1/16	1	590										137					
28	28	217/2	217/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	591										137					
28	28	435/4	435/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	592															
28	28	437/4	437/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16	1/16	1	593										138					
28	28	219/2	219/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	594										138					
28	28	439/4	439/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	595															
28	28	441/4	441/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16	1/16	1	596										139					
28	28	221/2	221/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	597										139					
28	28	443/4	443/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	598															
28	28	445/4	445/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	599															
28	28	223/2	223/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	600															
28	28	447/4	447/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	601															
28	28	108	108	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	602															
28	28	109	109	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	603															
28	28	110	110	0.0	1/2	1/2	Spanner	4/4	4	1	0														1	1			
28	28	110	110	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	604											1	1			
28	28	111	111	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	605											1	1			
29	29	449/4	449/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16	1/16	1	606										140					
29	29	225/2	225/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	607										140					
29	29	451/4	451/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	608															
29	29	453/4	453/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16	1/16	1	609										141					
29	29	227/2	227/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	610										141					
29	29	455/4	455/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	611															
29	29	114	114	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	612															
29	29	112	112	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	613											1	1			
29	29	113	113	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	614											1	1			
29	29	114	114	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	615											1	1			
29	29	115	115	0.0	3/4	3/4	Dynamic	4/4	4	1	0					ppp													
29	29	115	115	0.0	3/4	3/4	Spanner	4/4	4	1	0																		
30	30	116	116	0.0	0	0	Dynamic	2/2	1	1	0					f													
30	30	116	116	0.0	0	0	Tempo	2/2	1	1	0								Prestoassai	252.0			1.0						
30	30	116	116	4.0	0	0	Chord	2/2	1	1	1	1	1	616	A-														
30	30	116	116	0.0	0	0	Dynamic	2/2	3	1	0					f													
30	30	116	116	4.0	0	0	Chord	2/2	3	1	1	1	1	617															
30	30	118	118	1.0	1/2	1/2	Chord	2/2	3	2	1/4	1/4	1	618															
30	30	119	119	1.0	3/4	3/4	Chord	2/2	3	2	1/4	1/4	1	619															
31	31	120	120	4.0	0	0	Chord	2/2	1	1	1	1	1	620	-men,														
31	31	120	120	4.0	0	0	Chord	2/2	3	1	1	1	1	621															
31	31	120	120	2.0	0	0	Chord	2/2	3	2	1/2	1/2	1	622															
31	31	122	122	1.0	1/2	1/2	Chord	2/2	3	2	1/4	1/4	1	623															
31	31	123	123	1.0	3/4	3/4	Chord	2/2	3	2	1/4	1/4	1	624															
32	32	124	124	4.0	0	0	Chord	2/2	1	1	1	1	1	625	a-									142					
32	32	124	124	4.0	0	0	Chord	2/2	3	1	1	1	1	626															
32	32	124	124	2.0	0	0	Chord	2/2	3	2	1/2	1/2	1	627															
32	32	126	126	1.0	1/2	1/2	Chord	2/2	3	2	1/4	1/4	1	628															
32	32	127	127	1.0	3/4	3/4	Chord	2/2	3	2	1/4	1/4	1	629															
33	33	128	128	4.0	0	0	Chord	2/2	1	1	1	1	1	630										142					
33	33	128	128	4.0	0	0	Chord	2/2	3	1	1	1	1	631															
33	33	128	128	2.0	0	0	Chord	2/2	3	2	1/2	1/2	1	632															
33	33	130	130	1.0	1/2	1/2	Chord	2/2	3	2	1/4	1/4	1	633															
33	33	131	131	1.0	3/4	3/4	Chord	2/2	3	2	1/4	1/4	1	634															
34	34	132	132	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	635															
34	34	134	134	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	636	-men,									143					
34	34	135	135	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	637															
34	34	132	132	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	638															
34	34	134	134	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	639															
34	34	135	135	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	640															
34	34	132	132	1.0	0	0	Chord	2/2	3	2	1/4	1/4	1	641															
34	34	133	133	1.0	1/4	1/4	Chord	2/2	3	2	1/4	1/4	1	642															
34	34	134	134	1.0	1/2	1/2	Chord	2/2	3	2	1/4	1/4	1	643															
34	34	135	135	1.0	3/4	3/4	Chord	2/2	3	2	1/4	1/4	1	644															
35	35	136	136	4.0	0	0	Chord	2/2	1	1	1	1	1	645	a-		ornamentTrill												
35	35	136	136	4.0	0	0	Chord	2/2	3	1	1	1	1	646			ornamentTrill												
35	35	136	136	2.0	0	0	Chord	2/2	3	2	1/2	1/2	1	647															
35	35	138	138	2.0	1/2	1/2	Chord	2/2	3	2	1/2	1/2	1	648															
36	36	140	140	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	649	-men,														
36	36	140	140	0.0	0	0	Dynamic	2/2	2	1	0					f													
36	36	140	140	4.0	0	0	Chord	2/2	2	1	1	1	1	650	A-														
36	36	140	140	4.0	0	0	Chord	2/2	3	1	1	1	1	651															
36	36	142	142	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	652															
36	36	143	143	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	653															
37	37	146	146	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	654	a-														
37	37	144	144	4.0	0	0	Chord	2/2	2	1	1	1	1	655	-men,														
37	37	144	144	4.0	0	0	Chord	2/2	3	1	1	1	1	656															
37	37	146	146	2.0	1/2	1/2	Chord	2/2	3	2	1/2	1/2	1	657										144					
37	37	144	144	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	658															
37	37	146	146	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	659															
37	37	147	147	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	660															
38	38	148	148	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	661															
38	38	150	150	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	662															
38	38	148	148	4.0	0	0	Chord	2/2	2	1	1	1	1	663	a-									145					
38	38	148	148	4.0	0	0	Chord	2/2	3	1	1	1	1	664															
38	38	148	148	2.0	0	0	Chord	2/2	3	2	1/2	1/2	1	665															
38	38	150	150	2.0	1/2	1/2	Chord	2/2	3	2	1/2	1/2	1	666															
38	38	148	148	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	667															
38	38	150	150	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	668															
38	38	151	151	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	669															
39	39	152	152	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	670															
39	39	154	154	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	671															
39	39	152	152	4.0	0	0	Chord	2/2	2	1	1	1	1	672										145					
39	39	152	152	4.0	0	0	Chord	2/2	3	1	1	1	1	673															
39	39	152	152	2.0	0	0	Chord	2/2	3	2	1/2	1/2	1	674															
39	39	154	154	2.0	1/2	1/2	Chord	2/2	3	2	1/2	1/2	1	675															
39	39	152	152	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	676															
39	39	154	154	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	677															
39	39	155	155	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	678															
40	40	156	156	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	679															
40	40	158	158	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	680															
40	40	156	156	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	681															
40	40	158	158	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	682	-men,									146					
40	40	159	159	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	683															
40	40	156	156	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	684															
40	40	158	158	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	685															
40	40	159	159	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	686															
40	40	156	156	2.0	0	0	Chord	2/2	3	2	1/2	1/2	1	687															
40	40	158	158	2.0	1/2	1/2	Chord	2/2	3	2	1/2	1/2	1	688															
40	40	156	156	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	689															
40	40	157	157	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	690															
40	40	158	158	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	691															
40	40	159	159	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	692															
41	41	160	160	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	693															
41	41	162	162	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	694															
41	41	160	160	4.0	0	0	Chord	2/2	2	1	1	1	1	695	a-		ornamentTrill												
41	41	160	160	4.0	0	0	Chord	2/2	3	1	1	1	1	696			ornamentTrill												
41	41	160	160	2.0	0	0	Chord	2/2	3	2	1/2	1/2	1	697															
41	41	162	162	2.0	1/2	1/2	Chord	2/2	3	2	1/2	1/2	1	698															
41	41	160	160	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	699															
41	41	162	162	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	700															
42	42	164	164	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	701	-men,														
42	42	164	164	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	702	-men,														
42	42	166	166	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	703	a-		articAccentAbove												
42	42	164	164	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	704															
42	42	166	166	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	705															
42	42	164	164	2.0	0	0	Chord	2/2	3	2	1/2	1/2	1	706															
42	42	166	166	1.0	1/2	1/2	Chord	2/2	3	2	1/4	1/4	1	707															
42	42	167	167	1.0	3/4	3/4	Chord	2/2	3	2	1/4	1/4	1	708															
42	42	164	164	4.0	0	0	Chord	2/2	4	1	1	1	1	709															
43	43	168	168	4.0	0	0	Chord	2/2	1	1	1	1	1	710	a-		articAccentAbove												
43	43	168	168	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	711															
43	43	170	170	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	712															
43	43	168	168	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	713															
43	43	170	170	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	714															
43	43	168	168	2.0	0	0	Chord	2/2	3	2	1/2	1/2	1	715															
43	43	170	170	1.0	1/2	1/2	Chord	2/2	3	2	1/4	1/4	1	716															
43	43	171	171	1.0	3/4	3/4	Chord	2/2	3	2	1/4	1/4	1	717															
43	43	168	168	4.0	0	0	Chord	2/2	4	1	1	1	1	718															
44	44	172	172	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	719															
44	44	174	174	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	720															
44	44	172	172	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	721															
44	44	174	174	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	722															
44	44	172	172	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	723															
44	44	174	174	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	724															
44	44	172	172	2.0	0	0	Chord	2/2	3	2	1/2	1/2	1	725															
44	44	174	174	1.0	1/2	1/2	Chord	2/2	3	2	1/4	1/4	1	726															
44	44	175	175	1.0	3/4	3/4	Chord	2/2	3	2	1/4	1/4	1	727															
44	44	172	172	4.0	0	0	Chord	2/2	4	1	1	1	1	728															
45	45	176	176	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	729															
45	45	178	178	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	730															
45	45	176	176	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	731															
45	45	178	178	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	732															
45	45	176	176	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	733															
45	45	178	178	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	734															
45	45	176	176	2.0	0	0	Chord	2/2	3	2	1/2	1/2	1	735															
45	45	178	178	1.0	1/2	1/2	Chord	2/2	3	2	1/4	1/4	1	736															
45	45	179	179	1.0	3/4	3/4	Chord	2/2	3	2	1/4	1/4	1	737															
45	45	176	176	4.0	0	0	Chord	2/2	4	1	1	1	1	738															
46	46	180	180	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	739															
46	46	182	182	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	740															
46	46	183	183	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	741															
46	46	180	180	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	742															
46	46	182	182	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	743															
46	46	180	180	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	744															
46	46	182	182	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	745															
46	46	180	180	2.0	0	0	Chord	2/2	3	2	1/2	1/2	1	746															
46	46	182	182	1.0	1/2	1/2	Chord	2/2	3	2	1/4	1/4	1	747															
46	46	183	183	1.0	3/4	3/4	Chord	2/2	3	2	1/4	1/4	1	748															
46	46	180	180	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	749															
46	46	182	182	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	750															
46	46	183	183	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	751															
47	47	184	184	4.0	0	0	Chord	2/2	1	1	1	1	1	752			ornamentTrill												
47	47	184	184	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	753															
47	47	186	186	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	754															
47	47	184	184	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	755															
47	47	186	186	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	756															
47	47	184	184	4.0	0	0	Chord	2/2	3	2	1	1	1	757			ornamentTrill												
47	47	184	184	4.0	0	0	Chord	2/2	4	1	1	1	1	758															
48	48	188	188	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	759	-men,														
48	48	190	190	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	760	a-									147					
48	48	188	188	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	761	-men,														
48	48	190	190	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	762	a-									148					
48	48	188	188	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	763															
48	48	190	190	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	764			articAccentAbove							149					
48	48	188	188	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	765															
48	48	190	190	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	766															
49	49	192	192	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	767										147					
49	49	194	194	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	768										147					
49	49	195	195	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	769															
49	49	192	192	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	770										148					
49	49	194	194	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	771										148					
49	49	195	195	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	772															
49	49	192	192	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	773															
49	49	194	194	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	774															
49	49	195	195	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	775															
49	49	192	192	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	776															
49	49	194	194	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	777															
50	50	196	196	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	778	-men,														
50	50	198	198	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	779	a-														
50	50	196	196	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	780	-men,														
50	50	196	196	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	781			articStaccatoAbove												
50	50	197	197	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	782			articStaccatoAbove												
50	50	198	198	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	783			articStaccatoAbove												
50	50	199	199	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	784			articStaccatoAbove												
50	50	196	196	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	785															
51	51	200	200	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	786	-men,														
51	51	202	202	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	787	a-														
51	51	200	200	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	788			articStaccatoAbove												
51	51	201	201	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	789			articStaccatoAbove												
51	51	202	202	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	790			articStaccatoAbove												
51	51	203	203	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	791			articStaccatoAbove												
52	52	204	204	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	792	-men,														
52	52	207	207	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	793	a-														
52	52	204	204	0.0	0	0	Dynamic	2/2	2	1	0					p													
52	52	204	204	0.0	0	0	Spanner	2/2	2	1	0																3		
52	52	204	204	4.0	0	0	Chord	2/2	2	1	1	1	1	794	a-												3		
52	52	204	204	3.0	0	0	Chord	2/2	3	1	3/4	1/2	3/2	795										150					
52	52	207	207	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	796										150					
