mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	540														
24	24	93	93	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	541														
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	542														
24	24	94	94	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	543														
24	24	189/2	189/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	544														
24	24	95	95	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	545														
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	546														
25	25	96	96	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	547										79				
25	25	385/4	385/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	548														
25	25	193/2	193/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	549										80				
25	25	387/4	387/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	550														
25	25	97	97	0.75	1/4	1/4	Chord	4/4	3	1	3/16		1/8	3/2	551			ornamentTrill							81				
25	25	391/4	391/4	0.125	7/16	7/16	Chord	4/4	3	1	1/32		1/32	1	552										81				
25	25	783/8	783/8	0.125	15/32	15/32	Chord	4/4	3	1	1/32		1/32	1	553														
25	25	98	98	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	554										82				
25	25	393/4	393/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	555										82				
25	25	197/2	197/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	556										82				
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	557										82				
25	25	99	99	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	558										82				
25	25	397/4	397/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	559										82				
25	25	199/2	199/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	560														
25	25	399/4	399/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	561														
25	25	96	96	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	562														
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	563														
25	25	97	97	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	564														
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	565														
25	25	96	96	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	566														
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	567														
25	25	97	97	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	568														
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	569														
25	25	98	98	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	570														
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	571														
25	25	99	99	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	572														
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	573														
26	26	100	100	0.75	0	0	Chord	4/4	3	1	3/16		1/8	3/2	574										83				
26	26	403/4	403/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	575														
26	26	101	101	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	576			ornamentTrill											
26	26	102	102	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	577														
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	578														
26	26	103	103	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	579														
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	580														
26	26	101	101	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	581														
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	582														
26	26	201/2	201/2	1.0	1/8	1/8	Chord	4/4	4	1	1/4		1/4	1	583										84				
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	584														
26	26	102	102	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	585														
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8		1/8	1	586										85				
26	26	101	101	0.5	1/4	1/4	Chord	4/4	4	2	1/8		1/8	1	587										85				
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8		1/8	1	588														
27	27	104	104	0.0	0	0	StaffText	4/4	2	1	0								Alto solo										
27	27	104	104	0.0	0	0	Dynamic	4/4	2	1	0						mp												
27	27	104	104	0.0	0	0	StaffText	4/4	2	1	0								espr.										
27	27	104	104	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	589	Tu-													
27	27	106	106	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	590	-i													
27	27	104	104	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	591														
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	592														
27	27	105	105	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	593														
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	594														
27	27	106	106	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	595														
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	596														
27	27	107	107	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	597														
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	598														
27	27	104	104	0.0	0	0	Dynamic	4/4	4	1	0						p												
27	27	104	104	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	599														
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	600														
27	27	105	105	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	601														
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	602														
27	27	106	106	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	603														
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	604														
27	27	107	107	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	605														
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	606														
28	28	108	108	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	607	na-									86				
28	28	433/4	433/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	608														
28	28	217/2	217/2	1.5	1/8	1/8	Chord	4/4	2	1	3/8		1/4	3/2	609	-ti													
28	28	110	110	0.125	1/2	1/2	Chord	4/4	2	1	1/32		1/32	1	610	vul-									87				
28	28	881/8	881/8	0.375	17/32	17/32	Chord	4/4	2	1	3/32		1/16	3/2	611										87				
28	28	221/2	221/2	0.125	5/8	5/8	Chord	4/4	2	1	1/32		1/32	1	612										87				
28	28	885/8	885/8	0.375	21/32	21/32	Chord	4/4	2	1	3/32		1/16	3/2	613										87				
28	28	111	111	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	614														
28	28	223/2	223/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	615	-ne-									88				
28	28	447/4	447/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	616														
28	28	108	108	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	617														
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	618														
28	28	109	109	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	619														
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	620														
28	28	110	110	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	621														
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	622														
28	28	111	111	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	623														
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	624														
28	28	108	108	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	625														
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	626														
28	28	109	109	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	627														
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	628														
28	28	110	110	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	629														
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	630														
28	28	111	111	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	631														
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	632														
29	29	112	112	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	633	-ra-									89				
29	29	449/4	449/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	634														
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	635	-ti													
29	29	113	113	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	636	tam		ornamentTrill							90				
29	29	115	115	0.125	3/4	3/4	Chord	4/4	2	1	1/32		1/32	1	637										90				
29	29	921/8	921/8	0.375	25/32	25/32	Chord	4/4	2	1	3/32		1/16	3/2	638														
29	29	231/2	231/2	0.125	7/8	7/8	Chord	4/4	2	1	1/32		1/32	1	639	dig-									91				
29	29	925/8	925/8	0.375	29/32	29/32	Chord	4/4	2	1	3/32		1/16	3/2	640														
29	29	112	112	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	641														
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	642														
29	29	113	113	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	643														
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	644														
29	29	114	114	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	645														
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	646														
29	29	115	115	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	647														
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	648														
29	29	112	112	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	649														
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	650														
29	29	113	113	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	651														
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	652														
29	29	114	114	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	653														
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	654														
29	29	115	115	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	655														
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	656														
30	30	116	116	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	657	-na-									92				
30	30	465/4	465/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	658														
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	659	-ti,													
30	30	118	118	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	660	tam													
30	30	237/2	237/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	661	dig-									93				
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	662														
30	30	233/2	233/2	1.0	1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	663										94				
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	664														
30	30	116	116	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	665														
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	666														
30	30	117	117	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	667														
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	668														
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	669														
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	670														
30	30	116	116	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	671														
30	30	233/2	233/2	0.0	1/8	1/8	Dynamic	4/4	4	1	0						sf												
30	30	233/2	233/2	1.5	1/8	1/8	Chord	4/4	4	1	3/8		1/4	3/2	672														
30	30	118	118	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	673														
30	30	237/2	237/2	0.0	5/8	5/8	Dynamic	4/4	4	1	0						p												
30	30	119	119	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	674														
30	30	116	116	0.5	0	0	Chord	4/4	4	2	1/8		1/8	1	675														
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8		1/8	1	676														
30	30	117	117	0.5	1/4	1/4	Chord	4/4	4	2	1/8		1/8	1	677														
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8		1/8	1	678														
30	30	118	118	0.5	1/2	1/2	Chord	4/4	4	2	1/8		1/8	1	679														
31	31	120	120	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	680	-na-													
31	31	241/2	241/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	681	-ti									95				
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	682														
31	31	122	122	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	683	pro									96				
31	31	245/2	245/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	684														
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	685	me													
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	686														
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	687														
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	688														
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	689														
31	31	120	120	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	690														
31	31	121	121	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	691														
31	31	122	122	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	692														
31	31	123	123	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	693														
32	32	124	124	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	694	pa-													
32	32	249/2	249/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	695	-ti													
32	32	126	126	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	696	poe-		ornamentTrill											
32	32	124	124	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	697										97				
32	32	249/2	249/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	698														
32	32	126	126	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	699			ornamentTrill											
32	32	124	124	1.0	0	0	Chord	4/4	3	2	1/4		1/4	1	700														
32	32	249/2	249/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	701														
32	32	125	125	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	702														
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	703														
32	32	253/2	253/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	704														
32	32	127	127	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	705														
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	706														
33	33	128	128	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	707	-nas		ornamentTrill											
33	33	130	130	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	708	me-									98				
33	33	521/4	521/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	709														
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	710	-cum,													
33	33	128	128	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	711										99				
33	33	130	130	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	712														
33	33	521/4	521/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	713										100				
33	33	261/2	261/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	714										100				
33	33	523/4	523/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	715										100				
33	33	131	131	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	716										100				
33	33	525/4	525/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	717										100				
33	33	263/2	263/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	718										100				
33	33	527/4	527/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	719														
33	33	128	128	2.0	0	0	Chord	4/4	3	2	1/2		1/2	1	720										101				
33	33	130	130	1.0	1/2	1/2	Chord	4/4	3	2	1/4		1/4	1	721														
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	722														
33	33	129	129	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	723														
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	724														
33	33	130	130	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	725														
34	34	132	132	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	726	poe-													
34	34	134	134	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	727	-nas													
34	34	132	132	0.0	0	0	Chord	4/4	3	1	0	acciaccatura	1/8	1	728														
34	34	132	132	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	729										102				
34	34	134	134	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	730														
34	34	537/4	537/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	731										103				
34	34	269/2	269/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	732										103				
34	34	539/4	539/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	733										103				
34	34	135	135	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	734										103				
34	34	541/4	541/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	735										103				
34	34	271/2	271/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	736										103				
34	34	543/4	543/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	737														
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	738										104				
34	34	133	133	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	739										104				
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	740														
34	34	134	134	1.0	1/2	1/2	Chord	4/4	3	2	1/4		1/4	1	741														
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	742										105				
34	34	133	133	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	743										105				
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	744														
34	34	134	134	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	745														
35	35	136	136	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	746	poe-													
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	747	-nas													
35	35	138	138	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	748	me-									106				
35	35	553/4	553/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	749										106				
35	35	277/2	277/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	750										106				
35	35	555/4	555/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	751										106				
35	35	139	139	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	752										106				
35	35	557/4	557/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	753														
35	35	279/2	279/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	754	-cum													
35	35	559/4	559/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	755														
35	35	136	136	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	756										107				
35	35	137	137	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	757														
35	35	138	138	0.0	1/2	1/2	Spanner	4/4	3	1	0																		2
35	35	138	138	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	758														2
35	35	553/4	553/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	759														2
35	35	277/2	277/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	760														2
35	35	555/4	555/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	761														2
35	35	139	139	0.0	3/4	3/4	Spanner	4/4	3	1	0																		
35	35	139	139	0.0	3/4	3/4	Spanner	4/4	3	1	0															4			
35	35	139	139	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	762											4			
35	35	557/4	557/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	763											4			
35	35	279/2	279/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	764											4			
35	35	559/4	559/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	765											4			
35	35	136	136	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	766											4			
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	767										108	4			
35	35	137	137	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	768										108	4			
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	769											4			
35	35	138	138	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	770											4			
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	771											4			
35	35	139	139	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	772											4			
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	773											4			
35	35	273/2	273/2	1.5	1/8	1/8	Chord	4/4	4	1	3/8		1/4	3/2	774														
35	35	138	138	1.5	1/2	1/2	Chord	4/4	4	1	3/8		1/4	3/2	775														
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	776														
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8		1/8	1	777														
35	35	137	137	0.5	1/4	1/4	Chord	4/4	4	2	1/8		1/8	1	778										109				
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8		1/8	1	779										109				
35	35	138	138	0.5	1/2	1/2	Chord	4/4	4	2	1/8		1/8	1	780										109				
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8		1/8	1	781										109				
35	35	139	139	0.5	3/4	3/4	Chord	4/4	4	2	1/8		1/8	1	782														
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8		1/8	1	783														
36	36	140	140	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	784	di-		ornamentTrill											
36	36	563/4	563/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	785														
36	36	141	141	0.0	1/4	1/4	StaffText	4/4	2	1	0								"<font face=""ScoreText""/>"										
36	36	141	141	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	786			ornamentTrill											
36	36	567/4	567/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	787	-vi-													
36	36	142	142	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	788	-de													
36	36	140	140	0.0	0	0	Spanner	4/4	3	1	0																		
36	36	140	140	0.75	0	0	Chord	4/4	3	1	3/16		1/8	3/2	789										110				
36	36	563/4	563/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	790														
36	36	141	141	0.0	1/4	1/4	StaffText	4/4	3	1	0								"<font face=""ScoreText""/>"										
36	36	141	141	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	791			ornamentTrill											
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	792														
36	36	141	141	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	793														
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	794														
36	36	142	142	0.25	1/2	1/2	Chord	4/4	3	2	1/16		1/16	1	795														
36	36	569/4	569/4	0.0	9/16	9/16	Dynamic	4/4	3	2	0						p												
36	36	569/4	569/4	0.25	9/16	9/16	Chord	4/4	3	2	1/16		1/16	1	796										111				
36	36	285/2	285/2	0.25	5/8	5/8	Chord	4/4	3	2	1/16		1/16	1	797										111				
36	36	571/4	571/4	0.25	11/16	11/16	Chord	4/4	3	2	1/16		1/16	1	798										111				
36	36	143	143	0.25	3/4	3/4	Chord	4/4	3	2	1/16		1/16	1	799										111				
36	36	573/4	573/4	0.25	13/16	13/16	Chord	4/4	3	2	1/16		1/16	1	800										111				
36	36	287/2	287/2	0.25	7/8	7/8	Chord	4/4	3	2	1/16		1/16	1	801										111				
36	36	575/4	575/4	0.25	15/16	15/16	Chord	4/4	3	2	1/16		1/16	1	802														
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	803										112				
36	36	141	141	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	804										112				
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	805														
36	36	142	142	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	806														
36	36	281/2	281/2	1.0	1/8	1/8	Chord	4/4	4	2	1/4		1/4	1	807										113				
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8		1/8	1	808														
37	37	144	144	0.0	0	0	Dynamic	4/4	2	1	0						p												
37	37	144	144	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	809	poe-													
37	37	146	146	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	810	-nas,													
37	37	144	144	0.0	0	0	Dynamic	4/4	3	1	0						p												
37	37	144	144	0.0	0	0	Chord	4/4	3	1	0	acciaccatura	1/8	1	811														
37	37	144	144	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	812										114				
37	37	146	146	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	813														
