mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
47	47	184	184	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1082														
47	47	369/2	369/2	1.0	1/8	1/8	Chord	4/4	4	1	1/4		1/4	1	1083			articAccentAbove							150				
47	47	371/2	371/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1084														
47	47	186	186	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	1085														
47	47	184	184	0.5	0	0	Chord	4/4	4	2	1/8		1/8	1	1086														
47	47	369/2	369/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8		1/8	1	1087										151				
47	47	185	185	0.5	1/4	1/4	Chord	4/4	4	2	1/8		1/8	1	1088										151				
47	47	371/2	371/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8		1/8	1	1089														
47	47	186	186	2.0	1/2	1/2	Chord	4/4	4	2	1/2		1/2	1	1090														
48	48	188	188	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1091	do-		articAccentAbove											
48	48	189	189	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1092	-nec													
48	48	190	190	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1093	e-									152				
48	48	381/2	381/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	1094														
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1095	-go													
48	48	188	188	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1096	e-		articAccentBelow							153				
48	48	190	190	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1097										153				
48	48	381/2	381/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	1098														
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1099	-go													
48	48	188	188	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1100										154				
48	48	189	189	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	1101														
48	48	190	190	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1102										155				
48	48	381/2	381/2	1.0	5/8	5/8	Chord	4/4	3	1	1/4		1/4	1	1103										155				
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1104														
48	48	188	188	2.0	0	0	Chord	4/4	3	2	1/2		1/2	1	1105														
48	48	188	188	0.0	0	0	Dynamic	4/4	4	1	0						sf												
48	48	188	188	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	1106														
48	48	190	190	0.0	1/2	1/2	Spanner	4/4	4	1	0															6			
48	48	190	190	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1107											6			
48	48	191	191	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	1108											6			
49	49	192	192	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	1109	vi-													
49	49	387/2	387/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1110	-xe-													
49	49	194	194	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1111	-ro,													
49	49	192	192	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	1112	vi-													
49	49	387/2	387/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1113	-xe-													
49	49	194	194	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1114	-ro,													
49	49	195	195	0.0	3/4	3/4	Dynamic	4/4	2	1	0						mf												
49	49	192	192	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	1115														
49	49	385/2	385/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	1116														
49	49	193	193	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1117														
49	49	387/2	387/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1118														
49	49	194	194	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1119														
49	49	192	192	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1120											6			
49	49	385/2	385/2	0.0	1/8	1/8	Spanner	4/4	4	1	0																		
49	49	385/2	385/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1121														
49	49	193	193	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1122														
49	49	387/2	387/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1123														
49	49	194	194	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1124														
50	50	196	196	0.0	0	0	Dynamic	4/4	1	1	0						mf												
50	50	196	196	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1125	do-		ornamentTrill											
50	50	198	198	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1126	-nec		ornamentTrill											
50	50	196	196	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1127	do-		ornamentTrill											
50	50	198	198	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1128	-nec		ornamentTrill											
50	50	196	196	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1129														
50	50	198	198	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	1130														
50	50	196	196	0.0	0	0	Dynamic	4/4	4	1	0						mf												
50	50	393/2	393/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1131			articStaccatoAbove											
50	50	197	197	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1132			articStaccatoAbove											
50	50	395/2	395/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1133			articStaccatoAbove											
50	50	397/2	397/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1134			articStaccatoBelow											
50	50	199	199	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1135			articStaccatoBelow											
50	50	399/2	399/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1136			articStaccatoBelow											
51	51	200	200	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1137	e-									156				
51	51	801/4	801/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1138														
51	51	401/2	401/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1139	-go,													
51	51	200	200	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1140	e-									157				
51	51	801/4	801/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1141														
51	51	401/2	401/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1142	-go,													
51	51	202	202	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1143	do-													
51	51	202	202	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	1144														
51	51	200	200	0.25	0	0	Chord	4/4	3	2	1/16		1/16	1	1145														
51	51	801/4	801/4	0.25	1/16	1/16	Chord	4/4	3	2	1/16		1/16	1	1146										158				
51	51	401/2	401/2	0.25	1/8	1/8	Chord	4/4	3	2	1/16		1/16	1	1147										158				
51	51	803/4	803/4	0.25	3/16	3/16	Chord	4/4	3	2	1/16		1/16	1	1148										158				
51	51	201	201	0.25	1/4	1/4	Chord	4/4	3	2	1/16		1/16	1	1149										158				
51	51	805/4	805/4	0.25	5/16	5/16	Chord	4/4	3	2	1/16		1/16	1	1150										158				
51	51	403/2	403/2	0.25	3/8	3/8	Chord	4/4	3	2	1/16		1/16	1	1151										158				
51	51	807/4	807/4	0.25	7/16	7/16	Chord	4/4	3	2	1/16		1/16	1	1152														
51	51	405/2	405/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	1153										159				
51	51	203	203	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	1154										159				
51	51	407/2	407/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	1155														
51	51	200	200	0.0	0	0	Dynamic	4/4	4	1	0						p												
51	51	200	200	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	1156														
51	51	405/2	405/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1157										160				
51	51	203	203	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1158										160				
51	51	407/2	407/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1159														
52	52	206	206	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	1160	do-		articAccentAbove											
52	52	415/2	415/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1161	-nec													
52	52	204	204	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1162	-nec,													
52	52	206	206	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	1163	do-		articAccentBelow											
52	52	415/2	415/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1164	-nec													
52	52	204	204	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	1165														
52	52	817/4	817/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	1166										161				
52	52	409/2	409/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	1167										161				
52	52	819/4	819/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1168										161				
52	52	205	205	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	1169										161				
52	52	821/4	821/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	1170										161				
52	52	411/2	411/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	1171										161				
52	52	823/4	823/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1172														
52	52	206	206	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	1173			articAccentAbove							162				
52	52	204	204	1.0	0	0	Chord	4/4	3	2	1/4		1/4	1	1174														
52	52	204	204	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	1175														
52	52	413/2	413/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1176														
52	52	207	207	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1177														
52	52	415/2	415/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1178														
53	53	208	208	0.0	0	0	Spanner	4/4	1	1	0																		6
53	53	208	208	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1179	e-									163				6
53	53	417/2	417/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1180										163				6
53	53	835/4	835/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1181										163				6
53	53	209	209	0.0	1/4	1/4	Spanner	4/4	1	1	0																		
53	53	209	209	0.0	1/4	1/4	Spanner	4/4	1	1	0															7			
53	53	209	209	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1182											7			
53	53	419/2	419/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1183	-go									164	7			
53	53	839/4	839/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1184											7			
53	53	210	210	0.0	1/2	1/2	Spanner	4/4	1	1	0																		
53	53	210	210	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1185	vi-									165				
53	53	211	211	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1186														
53	53	847/4	847/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1187	-xe-													
53	53	208	208	0.0	0	0	Spanner	4/4	2	1	0																		7
53	53	208	208	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1188	e-									166				7
53	53	417/2	417/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1189										166				7
53	53	835/4	835/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1190										166				7
53	53	209	209	0.0	1/4	1/4	Spanner	4/4	2	1	0																		
53	53	209	209	0.0	1/4	1/4	Spanner	4/4	2	1	0															8			
53	53	209	209	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1191											8			
53	53	419/2	419/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1192	-go									167	8			
53	53	839/4	839/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1193											8			
53	53	210	210	0.0	1/2	1/2	Spanner	4/4	2	1	0																		
53	53	210	210	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1194	vi-									168				
53	53	211	211	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	1195														
53	53	847/4	847/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1196	-xe-													
53	53	208	208	0.0	0	0	Spanner	4/4	3	1	0																		8
53	53	208	208	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	1197														8
53	53	417/2	417/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	1198										169				8
53	53	835/4	835/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1199										169				8
53	53	209	209	0.0	1/4	1/4	Spanner	4/4	3	1	0														169				
53	53	209	209	0.0	1/4	1/4	Spanner	4/4	3	1	0														169	9			
53	53	209	209	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1200										169	9			
53	53	419/2	419/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	1201										169	9			
53	53	839/4	839/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1202											9			
53	53	210	210	0.0	1/2	1/2	Spanner	4/4	3	1	0																		
53	53	210	210	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1203														
53	53	421/2	421/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1204														
53	53	211	211	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1205														
53	53	423/2	423/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1206														
53	53	208	208	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1207														
53	53	417/2	417/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1208														
53	53	209	209	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1209														
53	53	419/2	419/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1210														
53	53	210	210	0.0	1/2	1/2	Spanner	4/4	4	1	0																	0	
53	53	210	210	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1211													0	
53	53	421/2	421/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1212													0	
53	53	211	211	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1213													0	
53	53	423/2	423/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1214													0	
54	54	212	212	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1215	-ro.													
54	54	212	212	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1216	-ro.													
54	54	212	212	1.5	0	0	Chord	4/4	3	1	3/8		1/4	3/2	1217										170				
54	54	427/2	427/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1218														
54	54	214	214	1.5	1/2	1/2	Chord	4/4	3	1	3/8		1/4	3/2	1219										171				
54	54	431/2	431/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1220														
54	54	212	212	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	1221														
54	54	425/2	425/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	1222										172				
54	54	213	213	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	1223										172				
54	54	427/2	427/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	1224										172				
54	54	214	214	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	1225										172				
54	54	429/2	429/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	1226										172				
54	54	215	215	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	1227										172				
54	54	431/2	431/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	1228														
54	54	212	212	0.0	0	0	Dynamic	4/4	4	1	0						p												
54	54	212	212	0.0	0	0	Spanner	4/4	4	1	0																		
54	54	212	212	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1229														
54	54	425/2	425/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1230										173				
54	54	213	213	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1231										173				
54	54	427/2	427/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1232										173				
54	54	214	214	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1233										173				
54	54	429/2	429/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1234										173				
54	54	215	215	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1235										173				
54	54	431/2	431/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1236														
55	55	216	216	0.0	0	0	Dynamic	4/4	1	1	0						mp												
55	55	216	216	0.0	0	0	StaffText	4/4	1	1	0								espr.										
55	55	216	216	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1237	jux-													
55	55	218	218	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1238	-ta													
55	55	216	216	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1239														
55	55	218	218	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	1240														
55	55	216	216	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	1241														
55	55	433/2	433/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	1242														
55	55	217	217	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	1243														
55	55	435/2	435/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	1244														
55	55	218	218	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	1245														
55	55	437/2	437/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	1246														
55	55	219	219	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	1247														
55	55	439/2	439/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	1248														
55	55	216	216	0.0	0	0	Dynamic	4/4	4	1	0						p												
55	55	216	216	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1249														
55	55	433/2	433/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1250														
55	55	217	217	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1251														
55	55	435/2	435/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1252														
55	55	218	218	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1253														
55	55	437/2	437/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1254														
55	55	219	219	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1255														
55	55	439/2	439/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1256														
56	56	220	220	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1257	cru-									174				
56	56	881/4	881/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1258														
56	56	441/2	441/2	1.5	1/8	1/8	Chord	4/4	1	1	3/8		1/4	3/2	1259	-cem													
56	56	222	222	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1260	te-									175				
56	56	889/4	889/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1261										175				
56	56	445/2	445/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1262										175				
56	56	891/4	891/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1263										175				
56	56	223	223	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1264														
56	56	447/2	447/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1265	-cum									176				
56	56	895/4	895/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1266														
56	56	222	222	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	1267										177				
56	56	889/4	889/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1268										177				
56	56	445/2	445/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1269										177				
56	56	891/4	891/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1270										177				
56	56	223	223	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1271										177				
56	56	447/2	447/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1272										177				
56	56	895/4	895/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1273														
56	56	220	220	0.25	0	0	Chord	4/4	3	2	1/16		1/16	1	1274										178				
56	56	881/4	881/4	0.25	1/16	1/16	Chord	4/4	3	2	1/16		1/16	1	1275										178				
56	56	441/2	441/2	1.5	1/8	1/8	Chord	4/4	3	2	3/8		1/4	3/2	1276														
56	56	222	222	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	1277														
56	56	445/2	445/2	0.25	5/8	5/8	Chord	4/4	3	2	1/16		1/16	1	1278														
56	56	891/4	891/4	0.25	11/16	11/16	Chord	4/4	3	2	1/16		1/16	1	1279														
56	56	223	223	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	1280														
56	56	447/2	447/2	0.25	7/8	7/8	Chord	4/4	3	2	1/16		1/16	1	1281														
56	56	895/4	895/4	0.25	15/16	15/16	Chord	4/4	3	2	1/16		1/16	1	1282														
56	56	220	220	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1283														
56	56	441/2	441/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1284														
56	56	221	221	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1285														
56	56	443/2	443/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1286														
56	56	222	222	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1287														
56	56	445/2	445/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1288														
56	56	223	223	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1289														
56	56	447/2	447/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1290														
57	57	224	224	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1291	sta-									179				
57	57	897/4	897/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1292														
57	57	449/2	449/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1293	-re													
57	57	226	226	0.0	1/2	1/2	Dynamic	4/4	2	1	0						mp												
57	57	226	226	0.0	1/2	1/2	StaffText	4/4	2	1	0								espr.										
57	57	226	226	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1294	te													
57	57	224	224	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	1295										180				
57	57	897/4	897/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	1296										180				
57	57	449/2	449/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	1297														
57	57	226	226	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1298														
57	57	453/2	453/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1299														
57	57	227	227	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1300														
57	57	455/2	455/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1301														
57	57	449/2	449/2	1.0	1/8	1/8	Chord	4/4	3	2	1/4		1/4	1	1302										181				
57	57	451/2	451/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	1303														
57	57	226	226	2.0	1/2	1/2	Chord	4/4	3	2	1/2		1/2	1	1304														
57	57	224	224	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1305														
57	57	449/2	449/2	0.0	1/8	1/8	Dynamic	4/4	4	1	0						sf												
57	57	449/2	449/2	0.0	1/8	1/8	Spanner	4/4	4	1	0															10			
57	57	449/2	449/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1306										182	10			
57	57	225	225	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1307										182	10			
57	57	451/2	451/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1308											10			
57	57	226	226	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1309											10			
57	57	453/2	453/2	0.0	5/8	5/8	Dynamic	4/4	4	1	0						p												
57	57	453/2	453/2	0.0	5/8	5/8	Spanner	4/4	4	1	0																		
57	57	453/2	453/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1310														
57	57	227	227	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1311														
57	57	455/2	455/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1312														
58	58	228	228	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1313	li-													
58	58	230	230	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1314	-ben-									183				
58	58	921/4	921/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1315														
58	58	461/2	461/2	1.5	5/8	5/8	Chord	4/4	2	1	3/8		1/4	3/2	1316	-ter													
58	58	228	228	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1317														
58	58	230	230	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	1318										184				
58	58	921/4	921/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1319										184				
58	58	461/2	461/2	1.5	5/8	5/8	Chord	4/4	3	1	3/8		1/4	3/2	1320														
58	58	228	228	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	1321														
58	58	457/2	457/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	1322														
58	58	229	229	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	1323														
58	58	459/2	459/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	1324														
58	58	228	228	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1325														
58	58	457/2	457/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1326														
58	58	229	229	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1327														
58	58	459/2	459/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1328														
58	58	230	230	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1329														
58	58	461/2	461/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1330														
58	58	231	231	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1331														
58	58	463/2	463/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1332														
59	59	471/2	471/2	0.0	7/8	7/8	Dynamic	4/4	1	1	0						f												
59	59	471/2	471/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1333	in													
59	59	232	232	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1334	so-									185				
59	59	929/4	929/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1335										185				
